Sharon,Post Office Square,MA,,614
Sherman,Grayson County Courthouse Lawn,TX,,615
Sherwood,Hopkins Elementary School,OR,,616
Shorewood,,WI,,617
Shreveport,Caddo Parish Courthouse,LA,,618
Silver CIty,,NM,,619
Sioux City,Long Lines Family Recreation Center,IA,,620
Sioux Falls ,Sidewalks in front of KELO TV station; Fawick Park,SD,,621
Sitka,Crescent Harbor Shelter and the streets of Sitka,AK,,622
Smyrna,,TN,,623
Socorro,Socorro Historic Plaza,NM,,624
Solvang,SOLVANG PARK,CA,,625
Sonoma,Sonoma Plaza,CA,,626
Sonora,Southeast Corner of Mono and Greenley Rd. Intersection,CA,,627
South Bend,Marycrest Building,IN,,628
Southbury,Playhouse Corner,CT,,629
Southport,Waterfront Park,NC,,630
Spokane,Grant Park,WA,,631
Spring Hill,Spring Hill waterfall,FL,,632
Springfield,Old State Capitol,IL,,633
Springfield,Court Square,MA,,634
Springfield,,MO,,635
St George,downtown,UT,,636
Stamford,Stamford Government Center,CT,,637
Starkville,Walking Bridge on University Drive to City Hall,MS,,638
State College,Allen Street Gates,PA,,639
Staten Island,Borough Hall,NY,,640
Statesville,Mitchell College,NC,,641
Staunton,Gypsy Hill Park,VA,,642
Steamboat Springs,Routt County Courthouse Sidewalk,CO,,643
Stevens Point,Division Str,WI,,644
Stevenson Ranch,Richard Rioux Park,CA,,645
Stockton,MLK Plaza,CA,,646
Stratford,Town Hall,CT,,647
Swarthmore,Swarthmore Town Center,PA,,648
Sycamore,DeKalb County Courthouse,IL,,649
Syracuse,Perseverance Park,NY,,650
Tacoma,Wright Park,WA,,651
Tahlequah,Cherokee County,OK,,652
Tallahassee,Florida Capitol Building,FL,,653
Tampa,Joe Chillura Courthouse Square,FL,,654
Telluride,Wilkinson Public Library Terrace Patio,CO,,655
Temecula,Duck Pond,CA,,656
Terre Haute,VIgo County Courthouse of the Prosecuting Attorney,IN,,657
The Dalles,Federal Post Office Sidewalk,OR,,658
The Villages,Lake Sumter Landing Town Square,FL,,659
Tierra Amarilla,,NM,,660
Toledo,Love Wall,OH,,661
Toms River,Ocean County Library,NJ,,662
Topeka,State Capitol,KS,,663
Tracy,E Eaton Ave,CA,,664
Traverse City,Traverse City Courthouse,MI,,665
Tri-Cities,,WA,,666
Troy,Gateway Park,MI,,667
Troy,Lincoln County Sheriff's Department-ICE Detention Center,MO,,668
Truckee,Out front of Old Jail,CA,,669
Truth or Consequences,Ralph Edwards Park,NM,,670
Tulsa,David L Moss Detention Center,OK,,671
Tupelo,Fairpark,MS,,672
Twin Falls,Twin Falls Visitor Center,ID,,673
Ukiah,"Meet at Pear Tree Shopping Center, Perkins west of Orchard",CA,,674
Ullin,Tri-County Detention Center,IL,,675
University Park,University Park Town Field,MD,,676
Vacaville,Vacaville Town Square,CA,,677
Valdez,Outside A Rogue’s Garden,AK,,678
Valdosta,Lowndes County Courthouse,GA,,679
Valencia,Corner of McBean Pkwy and Valencia Blvd,CA,,680
Vallejo,Unity Plaza,CA,,681
Vancouver,"March from 750 Anderson to Esther Short Park , Bell Tower community Square, West Sixth St and Columbia",WA,,682
Ventura,Ventura County Government Center,CA,,683
Vermillion,,SD,,684
Victorville,outside Federal Prison,CA,,685
Vinalhaven,Vinalhaven Flea Market Field,ME,,686
Vineyard Haven,"Five Corners, Vineyard Haven",MA,,687
Virginia,Corner of Highway 53 and 12th Ave,MN,,688
Virginia Beach,Mount Trashmore Park,VA,,689
Visalia,St. Paul's Episcopal Church,CA,,690
Waimea,,HI,,691
Walla Walla,First Congregational Church,WA,,692
Waltham,,MA,,693
Washington,Lafayette Square; White House,DC,,694
Watertown,,NY,,695
Watsonville,Watsonville City Plaza,CA,,696
Wausau,400 Block,WI,,697
Wellfleet,Rt 6,MA,,698
Wellfleet,Wellfleet Town Hall Lawn,MA,,699
Wenatchee,Memorial Park,WA,,700
West Chester,Historic West Chester Courthouse Steps,PA,,701
West Hartford,Farmington and Main,CT,,702
West Hollywood,WeHo - corner of San Vicente and Santa Monica Boulevard,CA,,703
West Leyden,,NY,,704
West Palm Beach,Mar a Lago,FL,,705
West Plains,People's Park - Broadway and Porter Waggoner,MO,,706
West Point,,CA,,707
West Seattle,Lincoln Park,WA,,708
Westborough,Westborough Rotary Club,MA,,709
Westbury,Post Avenue,NY,,710
Westlake Village,Promenade at Westlake,CA,,711
Westminster,Main St at Locust Lane,MD,,712
Wheeling,Market Plaza,WV,,713
White Plains,White Plains Federal Courthouse,NY,,714
Wichita,City Hall,KS,,715
Wichita Falls,Lucy Park,TX,,716
Wilkes Barre,Wilkes Barre Public Square,PA,,717
Williamstown,Field Park,MA,,718
Willimantic,Main St. and Jackson St.,CT,,719
Wilmington,Cool Springs Park,DE,,720
Wilmington,St. Barnabas's Church; Thalian Hall,NC,,721
Wilmington,,OH,,722
Wilton,Wilton Public Library,NH,,723
Winston Salem,Merschel Plaza,NC,,724
Wisconsin Rapids,Centralia Center across Grand Avenue bridge then over Jackson Street bridge,WI,,725
Woodbury,,NJ,,726
Woodstock,McHenry County Jail,NY,,727
Wooster,Downtown public square,OH,,728
Worcester,City Hall,MA,,729
Yakima,Corner of 1st St and Yakima Ave.; US Rep. Dan Newhouse’s district office,WA,,730
York,ICE Detention Center and Immigration Court,PA,,731
Youngstown,Federal Plaza,OH,,732
Yucca Valley,Northeast corner Hwy 62 and Hwy 247 (29 Palms Hwy at Old Woman Springs Rd),CA,,733
Yuma ,Rural Communities Resource Center to the Yuma City Park Picnic Pavilion,CO,,734
